date,weekend,value,quarter,month,day
2020-05-24,0,24.53,2,5,24
2020-05-25,0,18.881,2,5,25
2020-05-26,0,19.297,2,5,26
2020-05-27,0,16.266,2,5,27
2020-05-28,0,22.228,2,5,28
2020-05-29,0,29.229,2,5,29
2020-05-30,0,19.688,2,5,30
2020-05-31,0,23.877,2,5,31
2020-06-01,0,9.284,2,6,1
2020-06-02,0,11.622,2,6,2
2020-06-03,0,8.83,2,6,3
2020-06-04,0,9.295,2,6,4
2020-06-05,0,19.904,2,6,5
2020-06-06,0,30.628,2,6,6
2020-06-07,0,39.9,2,6,7
2020-06-13,0,33.308,2,6,13
2020-06-14,0,28.844,2,6,14
2020-06-15,0,42.918,2,6,15
2020-06-16,0,31.603,2,6,16
2020-06-17,0,32.157,2,6,17
2020-06-18,0,35.148,2,6,18
2020-06-19,0,27.461,2,6,19
2020-06-20,0,25.064999999999998,2,6,20
2020-06-21,0,37.979,2,6,21
2020-06-22,0,22.005,2,6,22
2020-06-23,0,25.947,2,6,23
2020-06-24,0,26.119,2,6,24
2020-06-25,0,23.333,2,6,25
2020-06-26,0,24.384,2,6,26
2020-06-27,0,29.457,2,6,27
2020-06-28,0,31.111,2,6,28
2020-06-29,0,31.602,2,6,29
2020-06-30,0,39.537,2,6,30
2020-07-01,0,9.055,3,7,1
2020-07-02,0,11.847999999999999,3,7,2
2020-07-03,0,12.418,3,7,3
2020-07-04,1,17.238,3,7,4
2020-07-05,1,15.263,3,7,5
2020-07-06,0,37.439,3,7,6
2020-07-07,0,38.483,3,7,7
2020-08-01,1,11.105,3,8,1
2020-08-02,1,9.28,3,8,2
2020-08-03,0,9.960428571,3,8,3
2020-08-04,0,20.329,3,8,4
2020-08-05,0,20.59,3,8,5
2020-08-06,0,42.939,3,8,6
2020-09-01,0,8.842,3,9,1
2020-09-02,0,9.902,3,9,2
2020-09-03,0,8.551,3,9,3
2020-09-04,0,22.922,3,9,4
2020-09-05,1,11.959999999999999,3,9,5
2020-09-06,1,47.132,3,9,6
2020-10-01,0,9.437,4,10,1
2020-10-02,0,10.405999999999999,4,10,2
2020-10-03,1,8.728,4,10,3
2020-10-04,1,13.015,4,10,4
2020-10-05,0,12.806000000000001,4,10,5
2020-10-06,0,31.555,4,10,6
2020-11-01,1,9.581999999999999,4,11,1
2020-11-02,0,10.536999999999999,4,11,2
2020-11-03,0,9.08,4,11,3
2020-11-04,0,13.309,4,11,4
2020-11-05,0,16.659,4,11,5
2020-11-06,0,27.731,4,11,6
2020-12-01,0,11.826,4,12,1
2020-12-02,0,12.087,4,12,2
2020-12-03,0,16.13,4,12,3
2020-12-04,0,18.011,4,12,4
2020-12-05,1,15.777,4,12,5
2020-12-06,1,34.504,4,12,6
